"Provincia","Codice","Tipologia","Denominazione","Indirizzo","Civico","Localita","Cod. comune","Comune","CAP","Distr.","Telefono","Caratteristica scuola","Sede direttivo","Codice sede riferimento","Codice sede di direttivo","Denominazione sede direttivo","Indirizzo sede di direttivo","Cod. comune sede dir.","Comune sede di direttivo","CAP sede dir.","Distr. sede dir.","Classificazione Autonomia","Organico Autonomia","Organico Sede","Num. Sedi Autonomia","Macrotipologia Autonomia","Tipologia Autonomia","Tipologia Sede","S-Comune montano","Telefono Sede Autonomia","Fax Sede Autonomia","Fax Sede Autonomia_1","Indirizzo E-Mail Autonomia","Indirizzo E-Mail sede corsi","Indirizzo PEC Autonomia","Indirizzo PEC sede corsi","Codice_ISTAT_comune_SEDE","coorY","coorX","location"
"MN","MNTL00201C","Istituto Istruzione Secondario Secondo grado","I.T. Tecnologico - Galilei","Piazza 4 Novembre","17","-","I632","SERMIDE","46028","048","038661102","Ordinaria","NO","MNIS00200Q","MNIS00200Q","I.I.S. G. Galilei","Via Verona, 35","G186","OSTIGLIA","46035","048","Statale","672","28","3","Secondo ciclo","Istituto di Istruzione Superiore","Istituto Tecnico","Non montano","0386802441","0386802211",,"istituto@galileiostiglia.it",,"mnis00200q@pec.istruzione.it","mnis00200q@pec.istruzione.it","20061","45,00547963","11,29896148","(45.00547963, 11.29896148)"
"MN","MNAA80604V","Scuola dell'Infanzia","Infanzia - Solferino","Via Cavriana","61",,"I801","SOLFERINO","46040","046",,"Ordinaria","NO","MNIC80600V","MNIC80600V","IC di Guidizzolo","Viale Martiri Delle LibertÃ , 8","E261","GUIDIZZOLO","46040","046","Statale","1261","27","9","Primo ciclo","Istituto Comprensivo",,"Non montano","0376819049","0376848441",,"segreteria@icguidizzolo.gov.it","segreteria@icguidizzolo.gov.it","mnic80600v@pec.istruzione.it","mnic80200g@pec.istruzione.it","20063","45,3652193","10,56773409","(45.3652193, 10.56773409)"
"MN","MNEE82803X","Istituto Istruzione Primario","Primaria - Tazzoli","Via San Giovanni Bono","1","FRAZ. CITTADELLA","E897","MANTOVA","46100","047","0376391057","Ordinaria","NO","MNIC82800Q","MNIC82800Q","IC Mantova 1","Piazza Seminario, 4","E897","MANTOVA","46100","047","Statale","1274","81","9","Primo ciclo","Istituto Comprensivo",,"Non montano","0376329409","0376226154","0376391057","mnic82800q@istruzione.it","iclevi.tazzoli@libero.it","mnic82800q@pec.istruzione.it","mnic82800q@pec.istruzione.it","20030","45,17321486","10,78479982","(45.17321486, 10.78479982)"
"MN","MNEE813036","Istituto Istruzione Primario","Primaria - Soave","Piazza Allende","23",,"G917","PORTO MANTOVANO","46047","047",,"Ordinaria","NO","MNIC813002","MNIC813002","IC di Porto Mantovano","Via Claudio Monteverdi,","G917","PORTO MANTOVANO","46047","047","Statale","1759","82","9","Primo ciclo","Istituto Comprensivo",,"Non montano","0376398781","0376390680","0376300683","mnic813002@istruzione.it","mnic813002@istruzione.it","mnic813002@pec.istruzione.it","mnee04900v@pec.istruzione.it","20045","45,19463896","10,72443956","(45.19463896, 10.72443956)"
"MN","MNEE800023","Istituto Istruzione Primario","Primaria - Redondesco","Piazza 4 Novembre",,"REDONDESCO","H218","REDONDESCO","46010","045","0376954235","Ordinaria","NO","MNIC80000X","MNIC80000X","IC di Asola","Via Raffaello Sanzio, 4","A470","ASOLA","46041","045","Statale","1660","57","11","Primo ciclo","Istituto Comprensivo",,"Non montano","0376710279","0376710279","0376954235","mnic80000x@istruzione.it","scuola.redondesco@libero.it",,"mnic80000x@pec.istruzione.it","20048","45,16665217","10,51551513","(45.16665217, 10.51551513)"
"MN","MNAA82203Q","Scuola dell'Infanzia","Infanzia - Felonica","Via Garibaldi","83","FELONICA","D529","FELONICA","46022","048","038666395","Ordinaria","NO","MNIC82200R","MNIC82200R","IC di Sermide","Via Zambelli, 2","I632","SERMIDE","46028","048","Statale","690","29","9","Primo ciclo","Istituto Comprensivo",,"Non montano","038661101","0386960476",,"info@icsermide.it",,"mnic82200r@pec.istruzione.it","mnic82200r@pec.istruzione.it","20023","44,98125982","11,35469458","(44.98125982, 11.35469458)"
"MN","MNAA81601A","Scuola dell'Infanzia","Infanzia - Andersen di Mottella","Piazza Repubblica","11","FRAZ MOTTELLA","H883","SAN GIORGIO DI MANTOVA","46030","047","0376370601","Ordinaria","NO","MNIC81600D","MNIC81600D","IC di San Giorgio di Mantova","Piazza  VIII Marzo, 6","H883","SAN GIORGIO DI MANTOVA","46030","047","Statale","1218","84","7","Primo ciclo","Istituto Comprensivo",,"Non montano","0376340045","0376245260","0376370601","mnic81600d@istruzione.it","infanziamottella@icsangiorgio.gov.it","mnic81600d@pec.istruzione.it","mnic81600d@pec.istruzione.it","20057","45,16430886","10,84468855","(45.16430886, 10.84468855)"
"MN","MNEE826016","Istituto Istruzione Primario","Primaria - Rivalta","Via Tezzone","34","FRAZ. RIVALTA","H481","RODIGO","46040","047","0376653133","Ordinaria","NO","MNIC826004","MNIC826004","IC di Rodigo","Via Rita Castagna, 1","H481","RODIGO","46040","047","Statale","548","135","5","Primo ciclo","Istituto Comprensivo",,"Non montano","0376650488","0376684842","0376654049","icrodigo@virgilio.it","elementaririvalta@tiscali.it","mnic826004@pec.istruzione.it","mnic826004@pec.istruzione.it","20051","45,17857322","10,67828765","(45.17857322, 10.67828765)"
"MN","MNAA82302E","Scuola dell'Infanzia","Infanzia - San Martino D Argine","Via Carrobbio","1/a","SAN MARTINO DALL'ARGINE","I005","SAN MARTINO DALL'ARGINE","46010","050","037691433","Ordinaria","NO","MNIC82300L","MNIC82300L","IC di Bozzolo","Via Arini, 4 - 6","B110","BOZZOLO","46012","050","Statale","833","51","9","Primo ciclo","Istituto Comprensivo",,"Non montano","0376 91154","0376 91215","0376 91433","ddbozzolo@tin.it",,"mnic82300l@pec.istruzione.it","mnic82300l@pec.istruzione.it","20059","45,09736748","10,51854035","(45.09736748, 10.51854035)"
"MN","MNPS007019-LL","Istituto Istruzione Secondario Secondo grado","L. Linguistico - E. Sanfelice","Via Vanoni","21","VIADANA","L826","VIADANA","46019","050","0375781793","Ordinaria","NO","MNIS00700V","MNIS00700V","I.I.S. E. Sanfelice","Via Ettore Sanfelice, 8","L826","VIADANA","46019","050","Statale","827","0","3","Secondo ciclo","Istituto di Istruzione Superiore","Liceo","Non montano","0375781792","0375781078","0375781078","info@istitutosanfelice.it","info@istitutosanfelice.it","mnis00700v@pec.istruzione.it","mnis00700v@pec.istruzione.it","20066","44,93130413","10,52139584","(44.93130413, 10.52139584)"
"MN","MNEE819046","Istituto Istruzione Primario","Primaria - Villa Poma","Via Arvati","1","VILLA POMA","F804","VILLA POMA","46030","048","0386565138","Ordinaria","NO","MNIC819001","MNIC819001","IC di Poggio Rusco","Via Martiri Della LibertÃ , 43","G753","POGGIO RUSCO","46025","048","Statale","975","74","9","Primo ciclo","Istituto Comprensivo",,"Non montano","038651073","0386734274",,"icpoggiorusco@libero.it","elementarivillapoma@libero.it","mnic819001@pec.istruzione.it","mnic819001@pec.istruzione.it","20067","44,99760788","11,11514608","(44.99760788, 11.11514608)"
"MN","MNSD012028","Istituto Istruzione Secondario Secondo grado","L. Artistico - G.Romano","Via Trieste","48","MANTOVA","E897","MANTOVA","46100","047","0376323389-","Ordinaria","SI","MNIS01200A","MNIS01200A","I.I.S. G. Romano","Via Trieste, 48","E897","MANTOVA","46100","047","Statale","721","438","2","Secondo ciclo","Istituto di Istruzione Superiore","Liceo","Non montano","0376323389","0376222319","0376222319","isartemn@tin.it","isartemn@tin.it","mnis01200a@pec.istruzione.it","mnis01200a@pec.istruzione.it","20030","45,15356616","10,79644844","(45.15356616, 10.79644844)"
"MN","MNMM83101L-01","Istituto Istruzione Secondario Primo grado","Secondaria Primo Grado - Parazzi","Piazzetta Orefice",,"VIADANA","L826","VIADANA","46019","050","0375781079","Succursale","NO","MNIC83100G","MNIC83100G","IC Parazzi Viadana","Via Ettore Sanfelice, 4","L826","VIADANA","46019","050","Statale","800","0","4","Primo ciclo","Istituto Comprensivo",,"Non montano","0375781079","0375821362","0375821362","mnic83100g@pe.istruzione.it",,"mnic83100g@pec.istruzione.it","mnic83100g@pec.istruzione.it","20066","44,92797453","10,52394936","(44.92797453, 10.52394936)"
"MN","MNEE82801T","Istituto Istruzione Primario","Primaria - Allende di Lunetta","Via Val d'Aosta","12","MANTOVA - LUNETTA","E897","MANTOVA","46100","047","0376370360","Ordinaria","NO","MNIC82800Q","MNIC82800Q","IC Mantova 1","Piazza Seminario, 4","E897","MANTOVA","46100","047","Statale","1274","156","9","Primo ciclo","Istituto Comprensivo",,"Non montano","0376329409","0376226154","0376370360","mnic82800q@istruzione.it","iclevi.allende@libero.it","mnic82800q@pec.istruzione.it","mnic82800q@pec.istruzione.it","20030","45,1608363","10,8188789","(45.1608363, 10.8188789)"
"MN","MNEE83603V-01","Istituto Istruzione Primario","Primaria - Don Leoni","Via Miglioretti","4","MANTOVA","E897","MANTOVA","46100","047","0376262005","Succursale","NO","MNIC83600P","MNIC83600P","IC Mantova 3","Via Conciliazione, 75","E897","MANTOVA","46100","047","Statale","1258","0","8","Primo ciclo","Istituto Comprensivo",,"Non montano","0376326496","0376360586",,"mediagbertazzolo@virgilio.it","info_donleoni@icmantova3.it","mnic83600p@pec.istruzione.it","mnic83600p@pec.istruzione.it","20030","45,1456348","10,76258002","(45.1456348, 10.76258002)"
"MN","MNMM80206T","Istituto Istruzione Secondario Primo grado","Secondaria Primo Grado - Piubega","Via Roma","36",,"G717","PIUBEGA","46040","045",,"Ordinaria","NO","MNIC80200G","MNIC80200G","IC di Ceresara","Via Roma, 53","C502","CERESARA","46040","045","Statale","1067","130","11","Primo ciclo","Istituto Comprensivo",,"Non montano","0376/87030","0376/879028","03761794039","segreteria@icceresara.gov.it","scuolepiubega@alice.it","mnic80200g@pec.istruzione.it","mnic80300b@pec.istruzione.it","20041","45,22756559","10,52992544","(45.22756559, 10.52992544)"
"MN","MNEE81203A","Istituto Istruzione Primario","Primaria - Levata","Via Levata","37","FRAZ. LEVATA","D227","CURTATONE","46010","047","0376478746","Ordinaria","NO","MNIC812006","MNIC812006","IC di Curtatone","Via XXV Aprile, 1","D227","CURTATONE","46010","047","Statale","1477","160","9","Primo ciclo","Istituto Comprensivo",,"Non montano","037648097","0376411154","0376478746","iccurtatone@conteanet.it","primarialevata@conteanet.it","mnic812006@pec.istruzione.it","mnic812006@pec.istruzione.it","20021","45,12367262","10,76487435","(45.12367262, 10.76487435)"
"MN","MNTD01052B","Istituto Istruzione Secondario Secondo grado","I. T. Economico - Pitentino Triennio serale","Via Tasso","5","MANTOVA","E897","MANTOVA","46100","047","0376321569","Ordinaria","NO","MNTD01000X","MNTD01000X","IT A. Pitentino","Via Torquato Tasso, 5","E897","MANTOVA","46100","047","Statale","601","69","2","Secondo ciclo","Istituto Tecnico","Istituto Tecnico","Non montano","0376321569","0376325516","0376325516","segreteria@pitentino.it","segreteria@pitentino.it","mntd01000x@pec.istruzione.it","mntd01000x@pec.istruzione.it","20030","45,151328","10,7909455","(45.151328, 10.7909455)"
"MN","MNMM820027","Istituto Istruzione Secondario Primo grado","Secondaria Primo Grado - Sustinente","Via Manzoni","299","SUSTINENTE","L015","SUSTINENTE","46030","048","038643152","Ordinaria","NO","MNIC820005","MNIC820005","IC di Ostiglia","Via Bonazzi, 9","G186","OSTIGLIA","46035","048","Statale","1235","88","13","Primo ciclo","Istituto Comprensivo",,"Non montano","0386802030","0386802086","0386710015","info@icdelpo.gov.it","secondariasustinente@icdelpo.gov.it","mnic820005@pec.istruzione.it","mnic820005@pec.istruzione.it","20064","45,07281558","11,0199679","(45.07281558, 11.0199679)"
"MN","MNAA838017","Scuola dell'Infanzia","Infanzia - Carrobbio","Via Carrobbio",,,"L826","VIADANA","46019","050",,"Ordinaria","NO","MNIC83800A","MNIC83800A","IC di Viadana","Via Vanoni, 86","L826","VIADANA","46019","050","Statale","839","116","4","Primo ciclo","Istituto Comprensivo",,"Non montano","0375781010","0375833287",,"mnic83800a@istruzione.it",,,"mnee062009@pec.istruzione.it","20066","44,9303335","10,53250612","(44.9303335, 10.53250612)"
"MN","MNAA820012","Scuola dell'Infanzia","Infanzia - Revere","Via Ippolito Nievo","4","REVERE","H248","REVERE","46036","048","038646392","Ordinaria","NO","MNIC820005","MNIC820005","IC di Ostiglia","Via Bonazzi, 9","G186","OSTIGLIA","46035","048","Statale","1235","66","13","Primo ciclo","Istituto Comprensivo",,"Non montano","0386802030","0386802086","038646392","info@icdelpo.gov.it","infanziarevere@icdelpo.gov.it","mnic820005@pec.istruzione.it","mnic820005@pec.istruzione.it","20049","45,05676534","11,12942528","(45.05676534, 11.12942528)"
"MN","MNTF011013","Istituto Istruzione Secondario Secondo grado","I.T. Tecnologico -Fermi","Strada Spolverina","5","MANTOVA","E897","MANTOVA","46100","047","0376262675","Ordinaria","SI","MNIS01100E","MNIS01100E","I.I.S. E. Fermi","Strada Spolverina, 5","E897","MANTOVA","46100","047","Statale","1766","1194","2","Secondo ciclo","Istituto di Istruzione Superiore","Istituto Tecnico","Non montano","0376262675","0376262015","0376262015","fermimn@fermi.mn.it","fermimn@fermi.mn.it","mnis01100e@pec.istruzione.it","mnis01100e@pec.istruzione.it","20030","45,13877404","10,76622711","(45.13877404, 10.76622711)"
"MN","MNEE827034","Istituto Istruzione Primario","Primaria - Gabbiana","Via Balestra","42","FRAZ. GABBIANA","E922","MARCARIA","46010","050","0376439136","Ordinaria","NO","MNIC82700X","MNIC82700X","IC di Castellucchio","Via Roma, 3a","C195","CASTELLUCCHIO","46014","047","Statale","975","59","11","Primo ciclo","Istituto Comprensivo",,"Non montano","0376437003","0376437013","0376439136","sede@iccastellucchio.gov.it","primaria.gabbiana@iccastellucchio.gov.it","mnic82700x@pec.istruzione.it","mnic82700x@pec.istruzione.it","20031","45,1073834","10,6572654","(45.1073834, 10.6572654)"
"MN","MNMM81101B","Istituto Istruzione Secondario Primo grado","Secondaria Primo Grado - Borgoforte","Via Silvio Pellico","20","-","B011","BORGOFORTE","46030","047","0376648039","Ordinaria","NO","MNIC81100A","MNIC81100A","IC di Bagnolo San Vito","Via Giacomo Matteotti, 23","A575","BAGNOLO SAN VITO","46031","047","Statale","811","126","7","Primo ciclo","Istituto Comprensivo",,"Non montano","0376253313","0376253320","0376647858","segreteria@cbagnolosanvito.191.it","scuole.borgoforte@virgilio.it","mnic81100a@pec.istruzione.it","mnic81100a@pec.istruzione.it","20005","45,05198512","10,74783229","(45.05198512, 10.74783229)"
"MN","MNEE833019","Istituto Istruzione Primario","Primaria - Moglia sede provvisoria sisma","Piazzale G. Di Vittorio",,"MOGLIA","F267","MOGLIA","46024","049","037659047","Ordinaria","SI","MNIC833007","MNIC833007","IC di Moglia (sede provvisoria sisma)","Piazzale G. Di Vittorio,","F267","MOGLIA","46024","049","Statale","545","251","4","Primo ciclo","Istituto Comprensivo",,"Non montano","0376511490","0376557298","0376557298","info@icmoglia.eu",,"mnic833007@pec.istruzione.it","mnic833007@pec.istruzione.it","20035","44,93732793","10,91538347","(44.93732793, 10.91538347)"
"MN","MNAA804025","Scuola dell'Infanzia","Infanzia - Cereta","Via Avis","68","VOLTA MANTOVANA","M125","VOLTA MANTOVANA","46040","046","0376801652","Ordinaria","NO","MNIC804007","MNIC804007","IC di Volta Mantovana","Via Vittorino Da Feltre, 2","M125","VOLTA MANTOVANA","46049","046","Statale","779","60","4","Primo ciclo","Istituto Comprensivo",,"Non montano","037683115","0376838470",,"segreteria@icvolta.org","infanzia.cereta@icvolta.org","mnic804007@pec.istruzione.it","mnic804007@pec.istruzione.it","20070","45,30200803","10,65130218","(45.30200803, 10.65130218)"
"MN","MNMM82202V","Istituto Istruzione Secondario Primo grado","Secondaria Primo Grado - Carbonara","Via Ungaretti","12","-","B739","CARBONARA DI PO","46020","048","038641144","Ordinaria","NO","MNIC82200R","MNIC82200R","IC di Sermide","Via Zambelli, 2","I632","SERMIDE","46028","048","Statale","690","79","9","Primo ciclo","Istituto Comprensivo",,"Non montano","038661101","0386960476","038641144","info@icsermide.it","secondaria_carbonara@icsermide.gov.it","mnic82200r@pec.istruzione.it","mnic82200r@pec.istruzione.it","20009","45,03296471","11,22829051","(45.03296471, 11.22829051)"
"MN","MNEE819024","Istituto Istruzione Primario","Primaria - San Giovanni Dosso","Via Virgilio","8","S. GIOVANNI DEL DOSSO","H912","SAN GIOVANNI DEL DOSSO","46020","048","0386757305","Ordinaria","NO","MNIC819001","MNIC819001","IC di Poggio Rusco","Via Martiri Della LibertÃ , 43","G753","POGGIO RUSCO","46025","048","Statale","975","57","9","Primo ciclo","Istituto Comprensivo",,"Non montano","038651073","0386734274",,"icpoggiorusco@libero.it","elementaresgiovanni@libero.it","mnic819001@pec.istruzione.it","mnic819001@pec.istruzione.it","20058","44,9680156","11,08278655","(44.9680156, 11.08278655)"
"MN","MNMM81701A","Istituto Istruzione Secondario Primo grado","Secondaria Primo Grado - Castel D'Ario","Viale Rimembranze","38","-","C076","CASTEL D'ARIO","46033","047","0376660145","Ordinaria","NO","MNIC81500N","MNIC81500N","IC di Roncoferraro","Via Pietro Nenni, 11","C076","RONCOFERRARO","46037","047","Statale","1386","141","11","Primo ciclo","Istituto Comprensivo",,"Non montano","0376663118","0376664498","0376661533","icronco@mynet.it","secondaria.casteldario@gmail.it","mnic81500n@pec.istruzione.it","mnic817009@pec.istruzione.it","20014","45,18519579","10,97609446","(45.18519579, 10.97609446)"
"MN","MNPS002016-LS","Istituto Istruzione Secondario Secondo grado","L. Scientifico - G. Galiei","Via Verona","35","OSTIGLIA","G186","OSTIGLIA","46035","048","0386802441","Ordinaria","SI","MNIS00200Q","MNIS00200Q","I.I.S. G. Galilei","Via Verona, 35","G186","OSTIGLIA","46035","048","Statale","672","0","3","Secondo ciclo","Istituto di Istruzione Superiore","Liceo","Non montano","0386802441","0386802211","0386802211","istituto@galileiostiglia.it","istituto@galileiostiglia.it","mnis00200q@pec.istruzione.it","mnis00200q@pec.istruzione.it","20038","45,07044137","11,13376782","(45.07044137, 11.13376782)"
"MN","MNTD00301T","Istituto Istruzione Secondario Secondo grado","I.T. Economico - Castiglione D Stiv.","Via Fratelli Lodrini","32","-","C312","CASTIGLIONE DELLE STIVIERE","46043","046","037600000000","Ordinaria","SI","MNIS00300G","MNIS00300G","I.I.S. F. Gonzaga","Via Fratelli Lodrini, 32","C312","CASTIGLIONE DELLE STIVIERE","46043","046","Statale","814","333","2","Secondo ciclo","Istituto di Istruzione Superiore","Istituto Tecnico","Non montano","0376638018","0376639506","0376639506","istituto@iisgonzaga.it","istitutof.gonzaga@tin.it","mnis00300g@pec.istruzione.it","mnis00300g@pec.istruzione.it","20017","45,3957944","10,4815966","(45.3957944, 10.4815966)"
"MN","MNMM81001G","Istituto Istruzione Secondario Primo grado","Secondaria Primo Grado - Bazzani","Via Savonarola","2","CERESE DI VIRGILIO","H123","VIRGILIO","46030","047","0376448624","Ordinaria","NO","MNIC81000E","MNIC81000E","IC di Virgilio","Via Giorgio Amendola, 1","H123","VIRGILIO","46030","047","Statale","1070","296","5","Primo ciclo","Istituto Comprensivo",,"Non montano","0376440299","0376448091","0376280848","cerese@tin.it","secvirgilio@icdivirgiliomn.eu","mnic81000e@pec.istruzione.it","mnic81000e@pec.istruzione.it","20069","45,11682265","10,79081515","(45.11682265, 10.79081515)"
"MN","MNAA809017","Scuola dell'Infanzia","Infanzia - Sabbioneta","Via Pio FoÃ ","6","SABBIONETA","H652","SABBIONETA","46018","050","037552797","Ordinaria","NO","MNIC80900A","MNIC80900A","IC di Sabbioneta","Via Dell'Accademia, 2","H652","SABBIONETA","46018","050","Statale","666","54","8","Primo ciclo","Istituto Comprensivo",,"Non montano","037552029","0375222196",,"sabbioneta.ic@virgilio.it",,"mnic80900a@pec.istruzione.it","mnic80900a@pec.istruzione.it","20054","44,99882606","10,49118641","(44.99882606, 10.49118641)"
"MN","MNMM81601E","Istituto Istruzione Secondario Primo grado","Secondaria Primo Grado - Don Milani","Piazza 8 Marzo","6","FRAZIONE  CASELLE","H883","SAN GIORGIO DI MANTOVA","46030","047","0376340045","Ordinaria","NO","MNIC81600D","MNIC81600D","IC di San Giorgio di Mantova","Piazza  VIII Marzo, 6","H883","SAN GIORGIO DI MANTOVA","46030","047","Statale","1218","326","7","Primo ciclo","Istituto Comprensivo",,"Non montano","0376340045","0376245260","0376245260","mnic81600d@istruzione.it","mnic81600d@istruzione.it","mnic81600d@pec.istruzione.it","mnic81600d@pec.istruzione.it","20057","45,17400731","10,83624693","(45.17400731, 10.83624693)"
"MN","MNMM82901L","Istituto Istruzione Secondario Primo grado","Secondaria Primo Grado - Sacchi","Via Gandolfo","17","MANTOVA","E897","MANTOVA","46100","047","0376365483","Ordinaria","NO","MNIC82900G","MNIC82900G","IC Mantova 2","Via Grossi, 5","E897","MANTOVA","46100","047","Statale","1403","404","8","Primo ciclo","Istituto Comprensivo",,"Non montano","0376322061","0376310836","0376365469","info@comprensivodue.it","sacchi@comprensivodue.it","mnic82900g@pec.istruzione.it","mnic82900g@pec.istruzione.it","20030","45,15134863","10,79497513","(45.15134863, 10.79497513)"
"MN","MNSL00601A","Istituto Istruzione Secondario Secondo grado","L. Artistico - Greggiati - Ostiglia","Via Roma","1","OSTIGLIA","G186","OSTIGLIA","46035","048","0386802360","Ordinaria","SI","MNIS006003","MNIS006003","I.I.S. G. Greggiati","Via Roma, 1","G186","OSTIGLIA","46035","048","Statale","924","121","3","Secondo ciclo","Istituto di Istruzione Superiore","Liceo","Non montano","0386802360","0386800384","0386-800384","istituto@greggiati.it","mnis006003@istruzione.it","mnis006003@pec.istruzione.it","mnis006003@pec.istruzione.it","20038","45,06951634","11,13873934","(45.06951634, 11.13873934)"
"MN","MNEE82302Q","Istituto Istruzione Primario","Primaria - Rivarolo","Viale Manfredini","1","RIVAROLO MANTOVANO","H342","RIVAROLO MANTOVANO","46012","050","037699154","Ordinaria","NO","MNIC82300L","MNIC82300L","IC di Bozzolo","Via Arini, 4 - 6","B110","BOZZOLO","46012","050","Statale","833","126","9","Primo ciclo","Istituto Comprensivo",,"Non montano","0376 91154","0376 91215","0376 99154","ddbozzolo@tin.it","primaria.rivarolo@icbozzolo.gov.it","mnic82300l@pec.istruzione.it","mnic82300l@pec.istruzione.it","20050","45,07331954","10,43310171","(45.07331954, 10.43310171)"
"MN","MNAA820045","Scuola dell'Infanzia","Infanzia - Serravalle","Via Papa Giovanni XXIII","2","SERRAVALLE A PO","I662","SERRAVALLE A PO","46030","048","0386840101","Ordinaria","NO","MNIC820005","MNIC820005","IC di Ostiglia","Via Bonazzi, 9","G186","OSTIGLIA","46035","048","Statale","1235","33","13","Primo ciclo","Istituto Comprensivo",,"Non montano","0386802030","0386802086",,"info@icdelpo.gov.it","infanziaserravalle @icdelpo.gov.it","mnic820005@pec.istruzione.it","mnic820005@pec.istruzione.it","20062","45,07205035","11,09930138","(45.07205035, 11.09930138)"
"MN","MNRF00450C","Istituto Istruzione Secondario Secondo grado","I. P. Servizi - Viadana serale","Via Roma","8","-","L826","VIADANA","46019","050","0375781183","Ordinaria","SI","MNIS00400B","MNIS00400B","I.I.S. Bosco-Vinci","Via Roma, 8","L826","VIADANA","46019","050","Statale","1273","0","7","Secondo ciclo","Istituto di Istruzione Superiore","Istituto Professionale","Non montano","0375781144","0375781278","0375781278","info@istitutosgbosco.it","info@istitutosgbosco.it","mnis00400b@pec.istruzione.it","mnrf00450c@pec.istruzione.it","20066","44,92421853","10,52265117","(44.92421853, 10.52265117)"
"MN","MNAA83401X","Scuola dell'Infanzia","Infanzia - San Benedetto","Via Dugoni","28","SAN BENEDETTO PO","H771","SAN BENEDETTO PO","46027","049","0376620455","Ordinaria","NO","MNIC834003","MNIC834003","IC di San Benedetto Po","Via Eugenio Dugoni, 28","H771","SAN BENEDETTO PO","46026","049","Statale","645","98","4","Primo ciclo","Istituto Comprensivo",,"Non montano","0376615146","0376615280",,"direzionesanbpo@liberoit","ilgirotondo12@libero.it","mnic834003@pec.istruzione.it","mnic834003@pec.istruzione.it","20055","45,0441412","10,93167838","(45.0441412, 10.93167838)"
"MN","MNAA80004X","Scuola dell'Infanzia","Infanzia Alberti - Castelnuovo","Via Solferino","30",,"A470","ASOLA","46040","045",,"Ordinaria","NO","MNIC80000X","MNIC80000X","IC di Asola","Via Raffaello Sanzio, 4","A470","ASOLA","46041","045","Statale","1660","51","11","Primo ciclo","Istituto Comprensivo",,"Non montano","0376710279","0376710279","0376748986","mnic80000x@istruzione.it",,,"mnee004009@pec.istruzione.it","20002","45,2471463","10,45572635","(45.2471463, 10.45572635)"
"MN","MNEE80702T","Istituto Istruzione Primario","Primaria - Gozzolina","Via Dottorina","103","FRAZ. GOZZOLINA","C312","CASTIGLIONE DELLE STIVIERE","46043","046","0376639537","Ordinaria","NO","MNIC80700P","MNIC80700P","IC di Castiglione delle Stiviere 2","Via Lonato, 1","C312","CASTIGLIONE DELLE STIVIERE","46043","046","Statale","1064","123","5","Primo ciclo","Istituto Comprensivo",,"Non montano","0376639427","0376639427","0376639537","mnic80700p@istruzione.it","mnic80700p@istruzione.it","mnic80700p@pec.istruzione.it","mnic80700p@pec.istruzione.it","20017","45,35925445","10,4849432","(45.35925445, 10.4849432)"
"MN","MNEE83002V","Istituto Istruzione Primario","Primaria - Dosolo","Via P. Falchi","85","-","D351","DOSOLO","46030","050","037589190","Ordinaria","NO","MNIC83000Q","MNIC83000Q","IC di Dosolo Pomponesco Viadana","Via Cristoforo Colombo, 2","L826","VIADANA","46030","050","Statale","957","152","12","Primo ciclo","Istituto Comprensivo",,"Non montano","0375800041","037580216","037589190","icviadanab@libero.it","doselem@libero.it","mnic83000q@pec.istruzione.it","mnic83000q@pec.istruzione.it","20022","44,95140885","10,63637193","(44.95140885, 10.63637193)"
"MN","MNAA811028","Scuola dell'Infanzia","Infanzia - Bagnolo","Via Roma","14","BAGNOLO SAN VITO","A575","BAGNOLO SAN VITO","46031","047","0376414037","Ordinaria","NO","MNIC81100A","MNIC81100A","IC di Bagnolo San Vito","Via Giacomo Matteotti, 23","A575","BAGNOLO SAN VITO","46031","047","Statale","811","79","7","Primo ciclo","Istituto Comprensivo",,"Non montano","0376253313","0376253320","0376414037","segreteria@cbagnolosanvito.191.it",,"mnic81100a@pec.istruzione.it","mnic81100a@pec.istruzione.it","20003","45,09267651","10,87838755","(45.09267651, 10.87838755)"
"MN","MNMM83701G","Istituto Istruzione Secondario Primo grado","Secondaria Primo Grado -  Monzambano","Via General Dall'Ora","2","MONZAMBANO","F705","MONZAMBANO","46040","046","0376800008","Ordinaria","NO","MNIC83700E","MNIC83700E","IC di Monzambano e Ponti sul Mincio","Via Generale Darra, 100","F705","MONZAMBANO","46040","046","Statale","606","170","5","Primo ciclo","Istituto Comprensivo",,"Non montano","03761950004","03761950005","0376800008","segreteria@icmonzambano.org","secondaria@icmonzambano.org","mnic83700e@pec.istruzione.it","mnic83700e@pec.istruzione.it","20036","45,38899727","10,6957334","(45.38899727, 10.6957334)"
"MN","MNMM827022","Istituto Istruzione Secondario Primo grado","Secondaria Primo Grado - Campitello","Via Donizetti","2","FRAZIONE   CAMPITELLO","E922","MARCARIA","46010","050","037696114","Ordinaria","NO","MNIC82700X","MNIC82700X","IC di Castellucchio","Via Roma, 3a","C195","CASTELLUCCHIO","46014","047","Statale","975","125","11","Primo ciclo","Istituto Comprensivo",,"Non montano","0376437003","0376437013","037696114","sede@iccastellucchio.gov.it","secondaria.campitello@iccastellucchio.gov.it","mnic82700x@pec.istruzione.it","mnic82700x@pec.istruzione.it","20031","45,08792248","10,60835111","(45.08792248, 10.60835111)"
