"CODICE_FARMACIA","DESCRIZIONE_FARMACIA","PARTITA_IVA","INDIRIZZO","COMUNE","FRAZIONE","CAP","PROVINCIA","CODICE_ISTAT","LATITUDINE","LONGITUDINE","LOCATION"
"MI1381","GRILLI SAS DELLA DR.SSA LUISA GRILLI","10739420155","VIA CARLO DOLCI, 6","MILANO",,"20148","MI","15.146","45,47198331238","9,1434870051","POINT (9.143487005096 45.471983312383)"
"PV0364","FARMACIA MAGLIO","01920510185","PIAZZA ROMA","RETORBIDO",,"27050","PV","18.121","44,9496055464","9,03619642325","POINT (9.036196423246 44.949605546403)"
"PV0424","FARMACIA FERRARI","05946940961","VIA CAIROLI, 7","SANNAZZARO DE' BURGONDI",,"27039","PV","18.138","45,10279258019","8,90888180999","POINT (8.908881809986 45.102792580194)"
"LC0202","FARMACIA SELVETTI SRL","03993080138","VIA LECCO, 1","COLLE BRIANZA","NAVA","23886","LC","97.024","45,76355108328","9,36237177316","POINT (9.362371773162 45.763551083283)"
"MN0253","FARMACIA TONA DI D.SSA PAOLA TONA, DOTT. GIANMARCO LIUZZI E C. S.N.C.","02330020203","VIA PANICELLA, 2","RODIGO","RIVALTA SUL MINCIO","46040","MN","20.051","45,17749088592","10,67613250142","POINT (10.676132501418 45.177490885918)"
"VA0548","FARMACIA TORNAVENTO FARMA.CO SRL","02621270129","VIA CARLO GOLDONI, 29","LONATE POZZOLO","TORNAVENTO","21015","VA","12.090","45,58335056505","8,71395452526","POINT (8.713954525262 45.583350565046)"
"CO0465","FARMACIA MARELLI DEL DR. DAVIDE MARELLI","03191410137","VIA LEONE LEONI, 26","COMO",,"22100","CO","13.075","45,79876500918","9,09093347801","POINT (9.090933478014 45.798765009175)"
"MI6162","SAN RICCARDO DI DOTT. PIZZI EMANUELE AURELIO E C. SAS","12652950960","VIALE ABRUZZI, 1","PESCHIERA BORROMEO","SAN BOVIO","20068","MI","15.171","45,45979049311","9,31409259761","POINT (9.314092597605 45.45979049311)"
"MI4095","CENTRALE SNC & C. SAN LUIGI","05069450962","CORSO MAGENTA, 91","LEGNANO",,"20025","MI","15.118","45,59180961717","8,91907462334","POINT (8.919074623342 45.591809617165)"
"MI4091","FARRIS RHO SAS","06780330962","PIAZZALE VISCONTI, 11","RHO",,"20017","MI","15.182","45,52831670061","9,03932081956","POINT (9.039320819564 45.528316700611)"
"SO0095","FARMACIA DI REGOLEDO SRL","00886240142","VIA STATALE, 24","COSIO VALTELLINO","F.NE REGOLEDO","23013","SO","14.024","46,13420169155","9,56091307549","POINT (9.560913075488 46.134201691548)"
"MI8258","CARATE BRIANZA IV NOVEMBRE DI NEO FARMA 20 SRL","12283700966","PIAZZA IV NOVEMBRE, 3","CARATE BRIANZA",,"20048","MB","108.015","45,6731213","9,23749559","POINT (9.23749559 45.6731213)"
"MI1206","GIAMBELLINO","09013310157","VIA GIAMBELLINO, 64","MILANO",,"20146","MI","15.146","45,44944190208","9,14437456482","POINT (9.144374564823 45.449441902083)"
"VA0414","FARMACIA MADONNA REGINA DEL DR ANDREA MACCIOCCHI","01939300602","VIA LONATE POZZOLO, 69","BUSTO ARSIZIO",,"21052","VA","12.026","45,6065737948","8,8223629672","POINT (8.8223629672 45.6065737948)"
"CO0557","FARMACIA COMO PEREGO","12283700966","VIA ANGELO PEREGO, 7","COMO","BRECCIA","22100","CO","13.075","45,79190961821","9,0643824586","POINT (9.064382458601 45.791909618206)"
"PV0080","FARMACIA ROSSI S.N.C.","01502910183","CORSO MILANO, 3","VIGEVANO",,"27029","PV","18.177","45,32054428259","8,86046902689","POINT (8.860469026892 45.320544282589)"
"BG0497","FARM.SANGUETTOLA - DR. SANGUETTOLA G. & C. S.N.C.","03284490160","VIA BERGAMO, 5","STEZZANO",,"24040","BG","16.207","45,6522529878","9,65385522212","POINT (9.653855222116 45.652252987797)"
"MI0972","A.F.M. N. 78","13195220150","VIA NEGROLI, 55","MILANO",,"20133","MI","15.146","45,46768398279","9,23229201195","POINT (9.232292011954 45.467683982788)"
"BS0624","F. FARMAGORA' LUMEZZANE SRL","03233810989","VIA GIACOMO MATTEOTTI, 45","LUMEZZANE","PIEVE","25065","BS","17.096","45,6563361062","10,24476162635","POINT (10.24476162635 45.6563361062)"
"BG0689","FARMACIA ALBAROTTO S.R.L.","04328450160","VIA ALESSANDRO VOLTA, 26","TRESCORE BALNEARIO",,"24069","BG","16.218","45,6904795792","9,8268493218","POINT (9.8268493218 45.6904795792)"
"MI0724","ASFMC BRESSO N.2","12987740151","VIA LUIGI STRADA","BRESSO",,"20091","MI","15.032","45,53821400997","9,19561347421","POINT (9.195613474211 45.538214009971)"
"MI1874","XXII MARZO SAS DI VINCENZO BUCCARELLI E C","09711000969","CORSO XXII MARZO, 23","MILANO",,"20129","MI","15.146","45,46238339295","9,21088655908","POINT (9.210886559082 45.462383392948)"
"MI6132","RIZZI SRL","09903710961","VIA LUIGI MARCHESI, 30","INZAGO",,"20065","MI","15.114","45,53809135394","9,47920990686","POINT (9.479209906861 45.538091353936)"
"BS0775","FARM. DESPALJ SRL","04134320987","VIALE PAOLO VI, 16","AZZANO MELLA",,"25020","BS","17.008","45,45738069595","10,1142800367","POINT (10.114280036704 45.457380695947)"
"BG0768","FARMACIA DI COMENDUNO S.R.L.","04761770165","VIA ENRICO MATTEI, 12","ALBINO",,"24021","BG","16.004","45,76666790484","9,80898247109","POINT (9.80898247109 45.766667904838)"
"MI0779","ACSAS-COMUNALE N.2","02641320961","VIA ARMANDO DIAZ, 4","NOVA MILANESE",,"20054","MB","108.035","45,5886578","9,19630794","POINT (9.19630794 45.5886578)"
"MI1511","ANTICA FARMACIA CENTRALE SRL","11703040151","VIA DE AMICIS, 33","SEDRIANO",,"20018","MI","15.204","45,48914196342","8,96946229239","POINT (8.969462292387 45.489141963422)"
"MI1609","PESENTI SRL","13066510150","VIA IGNAZIO CIAIA, 3","MILANO",,"20158","MI","15.146","45,50215749326","9,17579773309","POINT (9.175797733094 45.502157493263)"
"PV0557","FARMACIA BARISONZI S.R.L.","02831710187","VIALE DE GASPERI, 1","CURA CARPIGNANO",,"27010","PV","18.060","45,21384238133","9,25558813655","POINT (9.255588136545 45.213842381334)"
"VA0342","FARMACIA DOTT.RI GIULIANA E ALBERTO RAMELLA SRL","03374390122","VIA CESARE BATTISTI","TAINO",,"21020","VA","12.125","45,76454708388","8,61723872769","POINT (8.617238727686 45.764547083883)"
"PV0536","FARMACIA FIORI S.R.L.","02737570180","VIA MAESTRA, 30","BORGO PRIOLO",,"27040","PV","18.016","44,96605895653","9,14836148161","POINT (9.148361481609 44.966058956528)"
"PV0307","FARMACIA BESOSTRI","01071800187","VIA GUGLIELMO MARCONI, 34","SAN ZENONE AL PO",,"27010","PV","18.145","45,10880654334","9,36472332655","POINT (9.364723326545 45.108806543336)"
"PV0340","FARMACIA LUGANO","01722650189","VIA EMILIA, 168","VOGHERA",,"27058","PV","18.182","44,99435375209","9,01069986386","POINT (9.010699863856 44.994353752085)"
"MI0696","A.F.M. N. 35","13195220150","VIA POLICARPO PETROCCHI, 21","MILANO",,"20127","MI","15.146","45,50281899306","9,22503068541","POINT (9.225030685414 45.502818993061)"
"BG0611","FARM. DI PONTIDA DI LOSA DR. ANTONIO","04089520169","VIA LECCO","PONTIDA",,"24030","BG","16.171","45,73156171745","9,50384622882","POINT (9.503846228823 45.731561717452)"
"MI8195","FARMACIA VASCO SNC","10862440962","VIA LAMBRO,1/B","AGRATE BRIANZA",,"20864","MB","108.001","45,57505355","9,359056944","POINT (9.359056944 45.57505355)"
"BG0718","FARMACIA MRC ALBA' COMUNALE- S.R.L.S.","01740210701","VIA DON GIOVANNI SCHIAVI, 12","ALBANO SANT'ALESSANDRO",,"24061","BG","16.003","45,6865757078","9,7683070925","POINT (9.7683070925 45.6865757078)"
"LO0129","FARMACIA COMUNALE BIGNAMI ORSOLA GALGAGNANO","01893490498","VIA MONZASCA","GALGAGNANO",,"26832","LO","98.027","45,3582546117","9,4426533903","POINT (9.4426533903 45.3582546117)"
"MI0734","ASSP SPA-AZ.SPEC.SERV.P.","02585280965","PIAZZA PROCACCINI, 5","CESANO MADERNO",,"20031","MB","108.019","45,6287476","9,14904269","POINT (9.14904269 45.6287476)"
"MN0237","FARMACIA BONDENO DI FERRARI D.SSA ALESSIA E SCHIAVO D.SSA CHIARA E C. SAS","02224560207","VIA BONDENO DEGLI ARDUINI, 2","GONZAGA","BONDENO","46023","MN","20.027","44,94435629572","10,85430142044","POINT (10.854301420438 44.94435629572)"
"CO0276","SARACINO","01978260139","VIA MAZZINI","PUSIANO",,"22030","CO","13.193","45,81466791025","9,29249578588","POINT (9.292495785883 45.814667910251)"
"MI1978","CITTA' STUDI SRL","12084970966","LARGO ORESTE MURANI, 2","MILANO",,"20133","MI","15.146","45,47304441942","9,23518108634","POINT (9.235181086341 45.473044419416)"
"PV0540","FARMACIA ALL'OSPEDALE S.N.C.","02748210180","VIA CESARE BATTISTI,68","CASORATE PRIMO",,"27022","PV","18.034","45,3099487","9,012701","POINT (9.012701 45.3099487)"
"BS0757","FARM COMUNALE REPUBBLICA","02306030988","VIALE DELLA REPUBBLICA, 1","MAZZANO",,"25080","BS","17.107","45,5040997898","10,3633975752","POINT (10.3633975752 45.5040997898)"
"MI4205","DELLE GROANE SRL","10745920966","VIA ROMA, 211","SOLARO","VILLAGGIO BROLLO","20033","MI","15.213","45,6207563941","9,1045271648","POINT (9.1045271648 45.6207563941)"
"MI2031","DR.MAX SESTO VIALE ITALIA","12283700966","VIALE ITALIA","SESTO SAN GIOVANNI",,"20099","MI","15.209","45,55494860539","9,26081068314","POINT (9.260810683137 45.55494860539)"
"PV0169","FARMACIA ZANCANI","01382000188","VIA ROMA","BOSNASCO","CARDAZZO","27040","PV","18.020","45,06123208677","9,37783361849","POINT (9.377833618493 45.061232086765)"
"MI6167","FCS SRL - FARMACIA N.4 BERLINGUER","10945260965","PIAZZA ENRICO BERLINGUER","ROZZANO",,"20089","MI","15.189","45,37830584235","9,17853358629","POINT (9.178533586291 45.378305842345)"
"MI8169","FARMACIA INCREA SNC","10029310967","VIA DORDERIO, 21","BRUGHERIO",,"20861","MB","108.012","45,55267516","9,300843237","POINT (9.300843237 45.55267516)"
"CR0202","FORNARI YARI","02344080987","VIA MAGGIORE, 46","BORDOLANO",,"26020","CR","19.007","45,29297519722","9,98668349813","POINT (9.986683498131 45.292975197217)"
"BG0736","LAFARMACIA.MORELLO S.R.L.","04564400168","VIALE DEL PARTIGIANO, 30","TREVIGLIO",,"24047","BG","16.219","45,52408078011","9,59276439137","POINT (9.592764391374 45.524080780113)"
"MI1802","OLONA SAS DI FEDELI EMILIA E C.","07639340962","VIALE CONI ZUGNA, 43","MILANO",,"20144","MI","15.146","45,4573316199","9,1692868383","POINT (9.1692868383 45.4573316199)"
"LO0097","LAUDENSE","01099770669","VIA LODI, 1","CORNEGLIANO LAUDENSE","MUZZA","26854","LO","98.021","45,28439988163","9,4703828215","POINT (9.4703828215 45.284399881626)"
"MI1741","FOGLIA FASOLIS SRL","04582870962","VIA SAN CALIMERO, 1","MILANO",,"20122","MI","15.146","45,45731548474","9,19335723351","POINT (9.193357233514 45.45731548474)"
"MI1164","SOCIALE","08397670152","VIALE MONZA,126","MILANO",,"20127","MI","15.146","45,5015426","9,2216385","POINT (9.2216385 45.5015426)"
"MI4261","A.S. QUADRIFOGLIO SERVIZI COMUNALE ARCONATE","12132350963","VIA VARESE, 13","ARCONATE",,"20020","MI","15.007","45,5436744008","8,8509875018","POINT (8.8509875018 45.5436744008)"
"MI1899","DE POLI SAS DR.SSA DE POLI MARIACHIARA & C","10320280968","VIALE LOMBARDIA, 65","MILANO",,"20131","MI","15.146","45,48686559102","9,22333485876","POINT (9.223334858764 45.486865591019)"
"MN0295","FARMACIA SANTA LUCIA DI TADDEI DOTT. PAOLO E C. S.N.C.","02571530209","VIA 20 SETTEMBRE, 34","MANTOVA",,"46100","MN","20.030","45,15447711346","10,79384836871","POINT (10.793848368709 45.154477113464)"
"MI8230","FARMACIA SAN GIOVANNI BOSCO SNC","11838630967","VIA CUSTOZA,12","DESIO",,"20832","MB","108.023","45,6173815","9,203714666","POINT (9.203714666 45.6173815)"
"PV0137","FARMACIA MAZZA","00667210181","PIAZZA VITTORIO VENETO","MONTALTO PAVESE",,"27040","PV","18.094","44,97898902045","9,21094757934","POINT (9.210947579337 44.978989020446)"
"CR0256","FARMACIA CAMOZZI SNC DI LOMBARDI MARGHERITA E C.","01717410193","VIA GIUSEPPE MAZZINI, 18","SPINADESCO",,"26020","CR","19.100","45,14945165333","9,9287089359","POINT (9.928708935899 45.149451653334)"
"BS7026","FARMACIA COMUNALE SEDE N.2 ESINE","03992550982","VIA CASA BIANCA, 3","ESINE","SACCA","25040","BS","17.070","45,90503618396","10,22264136478","POINT (10.222641364775 45.905036183961)"
"CR0098","STELLARI","00843060195","VIA ANELLI, 9","CASALMORANO",,"26020","CR","19.022","45,28626041267","9,89890996828","POINT (9.898909968277 45.286260412674)"
"BG0301","MALIGHETTI","02098740166","VIA MADASCHI, 20","ADRARA SAN MARTINO",,"24060","BG","16.001","45,6998844937","9,94885798076","POINT (9.948857980756 45.699884493696)"
"BS0570","FARM. GEROLA E C. SNC","02781290982","PIAZZA GIUSEPPE ZANARDELLI, 80","COLLIO",,"25060","BS","17.058","45,81089450317","10,33370149803","POINT (10.333701498031 45.81089450317)"
"VA0368","FARMACIA STAURENGHI SAS","03563280126","PIAZZA SAN PIETRO, 15","UBOLDO",,"21040","VA","12.130","45,61183159501","9,00439133356","POINT (9.004391333556 45.611831595009)"
"MI6109","FAR.COM. SRL PANTIGLIATE","04146750965","VIALE RISORGIMENTO, 7","PANTIGLIATE",,"20048","MI","15.167","45,4386913172","9,3517212615","POINT (9.3517212615 45.4386913172)"
"BS0704","F. ADUA SAS DI SARTA PAOLA E C","03917710984","VIA GIOVANNI BRACESCO, 3","ORZINUOVI",,"25034","BS","17.125","45,4064794934","9,9212791724","POINT (9.9212791724 45.4064794934)"
"MI0658","A.F.M. N. 16","13195220150","VIALE GIOVANNI SUZZANI, 155","MILANO",,"20162","MI","15.146","45,51624449693","9,20307755899","POINT (9.203077558988 45.516244496925)"
"BG0633","FARM. ALZANO SOPRA DELLE DR.SSE CHIOGNA,REDONDI E TOGNI SNC","04228210169","VIA PROVINCIALE, 29","ALZANO LOMBARDO",,"24022","BG","16.008","45,7373603181","9,7346332156","POINT (9.7346332156 45.7373603181)"
"BS0518","FARM. S. RITA SRL","02211880980","DICIOTTESIMA TRAVERSA VILLAGGIO SERENO, 43","BRESCIA",,"25125","BS","17.029","45,5098794892","10,18397438814","POINT (10.183974388141 45.509879489201)"
"BG0652","FARM. SANT'ALESSANDRO S.R.L.","04283840165","VIA FRANCESCO NULLO, 13","GRASSOBBIO",,"24050","BG","16.117","45,6586744895","9,718673569","POINT (9.718673569 45.6586744895)"
"MI8132","FARMACIA ROMAGNA SNC DI ESPOSITO PIETRO","09686390965","VIA ROMAGNA, 37","MONZA",,"20052","MB","108.033","45,5852061","9,27619191","POINT (9.27619191 45.5852061)"
"BG0512","FARM. DR.SSA GRIGNANI EUGENIA","03389040167","VIA GIOSUE' CARDUCCI","ARCENE",,"24040","BG","16.011","45,57478444212","9,61501419526","POINT (9.615014195263 45.574784442119)"
"LC0161","CASTELLO S.N.C. DEI DOTTORI GIOVANNI E PAOLO GEROSA","03551870136","CORSO GIACOMO MATTEOTTI, 26","LECCO",,"23900","LC","97.042","45,85930770536","9,39723059973","POINT (9.397230599726 45.859307705359)"
"MN0329","FARMACIA LONETTI DI LONETTI PIETRO E C. S.A.S.","02699910200","VIA ROMEI, 71","SAN BENEDETTO PO","PORTIOLO","46027","MN","20.055","45,04738811639","10,86009608156","POINT (10.860096081561 45.047388116385)"
"BG0343","FARMACIA MICCICCHE' S.R.L.","02261340166","LARGO EUROPA, 15","DALMINE",,"24044","BG","16.091","45,65065678007","9,60385482274","POINT (9.603854822742 45.650656780065)"
"MI4219","ARMANDOLA DR.SSA PAOLA MOISE","11006600966","PIAZZA DELLA VITTORIA, 2","CUGGIONO",,"20012","MI","15.096","45,50690110564","8,81701983922","POINT (8.81701983922 45.506901105636)"
"LC0125","SAN MARCELLINO","05545700964","PIAZZA UMBERTO I, 8","CORTENOVA",,"23813","LC","97.025","45,9999893168","9,38368049887","POINT (9.383680498872 45.999989316799)"
"BG0419","FARMACIA CASTELLI","12886930150","VIA ROMA, 10","COSTA DI MEZZATE",,"24060","BG","16.084","45,66233868043","9,79418387161","POINT (9.794183871613 45.66233868043)"
"MI2063","PICCHIOTTI SAS DI MAURIZIO STRAZIOTA","14418100963","VIALE AFFORI, 10","MILANO",,"20161","MI","15.146","45,5171432884","9,170632972","POINT (9.170632971996 45.517143288402)"
"BS0662","F. COMUNALE BAGNOLO MELLA DOTT.SSA FACCHI ALESSANDRA","03657430983","VIA MAESTRI DEL LAVORO","BAGNOLO MELLA",,"25021","BS","17.009","45,43557033429","10,19074042802","POINT (10.190740428022 45.435570334287)"
"MI6172","SCIORTINO AEROPORTO LINATE SRL","13209730962","VIALE ENRICO FORLANINI","SEGRATE",,"20054","MI","15.205","45,46174259645","9,27511222161","POINT (9.275112221611 45.46174259645)"
"MI1967","FARAM SNC DI ALBERO DUE SRL (EX MONZA)","03860200967","PIAZZALE MARTESANA, 4","MILANO",,"20128","MI","15.146","45,50841760147","9,22416810376","POINT (9.224168103758 45.508417601468)"
"LC0103","ROCCHI","02445170133","VIA ALESSANDRO VOLTA, 34","MALGRATE",,"23864","LC","97.045","45,85122311119","9,3777516809","POINT (9.377751680895 45.85122311119)"
"MI6061","BALOCCO MELEGNANO SRL","06729810967","VIA ROMA, 18","MELEGNANO",,"20077","MI","15.140","45,35814089019","9,32459855886","POINT (9.324598558864 45.358140890188)"
"SO0106","FARMACIA ROMOLI DI ROMOLI LUIGI & C SNC","00913620142","PIAZZA LUIGI TORELLI, 4","VILLA DI TIRANO",,"23030","SO","14.078","46,20242648581","10,131612639","POINT (10.131612639004 46.202426485812)"
"CR0084","A.F.M. CREMONA S.P.A. - COMUNALE N. 12","01070740194","VIA DEL GIORDANO, 125","CREMONA",,"26100","CR","19.036","45,12841827941","10,02960839776","POINT (10.029608397758 45.128418279406)"
"MI1675","TARANTINO","02061270167","RIPA DI PORTA TICINESE, 33","MILANO",,"20143","MI","15.146","45,45155020219","9,17457959111","POINT (9.174579591106 45.451550202189)"
"VA0450","FARMACIA CONTINI SAS DEL DOTT. CONTINI RAFFAELE E C.","03908690120","PIAZZA XX SETTEMBRE, 3","GERMIGNAGA",,"21010","VA","12.076","45,99400308728","8,72872260806","POINT (8.728722608056 45.994003087279)"
"VA0545","A.M.S.C. 2 GALLARATE","02279540120","VIA PADRE IGINO LEGA, 54","GALLARATE","RONCHI","21013","VA","12.070","45,66146874437","8,77674218139","POINT (8.776742181386 45.661468744371)"
"BS7030","FARMACIA VALGRIGNA SNC DI DUCOLI PIERPAOLO & GIANLUCA","03984430987","VIA ALESSANDRO MANZONI","BERZO INFERIORE",,"25040","BS","17.017","45,92562339545","10,26315009699","POINT (10.263150096993 45.925623395446)"
"BG0595","FARM. COMUNALE  DR.SSA SUSANNA AGOSTI","03969830169","VIA ROMA, 8","TERNO D'ISOLA",,"24030","BG","16.213","45,68570989915","9,53096629564","POINT (9.530966295642 45.685709899145)"
"MN0282","FARMACIA MACCARI DI MACCARI CARLO & C. S.N.C. - GUIDIZZOLO","02509690208","VIA FABIO FILZI, 61","GUIDIZZOLO",,"46040","MN","20.028","45,32002900509","10,58231930741","POINT (10.582319307412 45.320029005092)"
"LC0038","MERATI","02330450962","VIA SANT'ANTONIO 14A","ANNONE DI BRIANZA",,"23841","LC","97.003","45,80344688883","9,33174656207","POINT (9.331746562073 45.803446888832)"
"MI1595","LEGA LOMBARDA SRL","12514310155","VIALE ELVEZIA, 6","MILANO",,"20154","MI","15.146","45,47743930271","9,17903993706","POINT (9.179039937062 45.477439302708)"
"MI4195","MARIANI SNC","10564950961","VIA ROMA, 1","MOTTA VISCONTI",,"20086","MI","15.151","45,28773889658","8,99348203512","POINT (8.993482035116 45.287738896575)"
"BG0586","LA FARMACIA.SORISOLE S.R.L.","03910170160","PIAZZA ALPINI, 23","SORISOLE",,"24010","BG","16.202","45,74446678895","9,66245857517","POINT (9.662458575174 45.744466788948)"
"BG0320","FARMACIA INVERNIZZI DELLA DR.SSA INVERNIZZI MARIACRISTINA & C. S.N.C.","02187450164","VIA BERGAMO, 6","CURNO",,"24035","BG","16.089","45,69320374538","9,61225553691","POINT (9.61225553691 45.693203745383)"
"MI0444","M.M.- FARM.COMUNALE 1","02654490966","VIA I MAGGIO, 8","MUGGIO'",,"20053","MB","108.034","45,5881775","9,22547269","POINT (9.22547269 45.5881775)"
"MI1784","ARGONNE SAS DEL DR. MAZZANTINI MASSIMO & C.","07117510961","VIA UMBERTO MASOTTO, 1","MILANO",,"20133","MI","15.146","45,46698518352","9,23043927608","POINT (9.230439276076 45.46698518352)"
"CR0182","CHIODO CARLO","01388850198","VIA ROMA, 43","CASTELLEONE",,"26012","CR","19.025","45,29365639449","9,76360165969","POINT (9.763601659687 45.293656394488)"
"LC0169","FARMACIA DELLE BETULLE SNC","03703420137","VIA VITTORIO VENETO, 13","MARGNO",,"23832","LC","97.047","46,02989091819","9,38018658635","POINT (9.380186586352 46.029890918187)"
"BS0499","FARM. DELLA FIORE SRL","02045030984","VIA XX SETTEMBRE, 7","PONTEVICO",,"25026","BS","17.149","45,27154468245","10,08698218972","POINT (10.086982189718 45.271544682454)"
"PV0449","FARMACIA DI ROBECCO","02378220186","VIA SAN NAZZARO 16/A","ROBECCO PAVESE",,"27042","PV","18.124","45,04866690144","9,14917496459","POINT (9.149174964591 45.048666901443)"
"BS0676","F. COMUN. SAN GIUSEPPE TORBOLE CASAGLIA DOTT.SSA URGNANI ELEONORA ELVIRA","03766580983","VIA GIUSEPPE VERDI, 60","TORBOLE CASAGLIA",,"25030","BS","17.186","45,5052297961","10,1008485398","POINT (10.1008485398 45.5052297961)"
"MI1814","BROLETTO","08043670960","VIA BROLETTO, 30","MILANO",,"20121","MI","15.146","45,46775372022","9,18573942463","POINT (9.185739424632 45.467753720222)"
"BG0754","FARMACIA MORLOTTI S.AS. - DR. LUCA MORLOTTI & C.S.A.S.","04677080162","VIA GIUSEPPE GARIBALDI, 15","ALMENNO SAN SALVATORE",,"24031","BG","16.007","45,75165930006","9,59876658842","POINT (9.598766588419 45.751659300063)"
"VA0401","FARMACIA SANT'EUSEBIO DI M. FENOGLIO E N. CLEMENTE S.N.C.","03671260127","VIA GIOACCHINO ROSSINI, 106","BUSTO ARSIZIO",,"21052","VA","12.026","45,6246720839","8,8289149333","POINT (8.8289149333 45.6246720839)"
"BS0674","FARM. PAITONE DI GIBELLI ALBA E C SNC","03770000986","VIA ITALIA 55A","PAITONE",,"25080","BS","17.132","45,55330881176","10,40501481407","POINT (10.405014814066 45.553308811762)"
"MI4175","SAN GIORGIO SRL","10335180963","PIAZZA MAZZINI, 23","SAN GIORGIO SU LEGNANO",,"20034","MI","15.194","45,5750883071","8,9127933927","POINT (8.9127933927 45.5750883071)"
"BS0299","FARM. CAZZAGO S. MARTINO SERVIZI SRL","02537920981","VIA VITTORIO EMANUELE III, 6","CAZZAGO SAN MARTINO","BORNATO","25046","BS","17.046","45,5935770884","10,04190212066","POINT (10.04190212066 45.593577088398)"
"CO0502","FARMACIA INTERNAZIONALE DI STEFANO MARZAGALLI E MAURO RUBBINI S.N.C.","95132460130","VIALE MARCO DA CAMPIONE, 6","CAMPIONE D'ITALIA",,"22061","CO","13.040","45,96830128039","8,9708093223","POINT (8.970809322303 45.968301280387)"
"BS0868","HIPPO 157 FARMA SRL (DENOM. LAFARMACIA.COMUNALE CASTENEDOLO)","12173840963","VIA BRESCIA 3A","CASTENEDOLO",,"25014","BS","17.043","45,4766519905","10,2917835164","POINT (10.2917835164 45.4766519905)"
"CO0477","FARMACIA GHISELLINI DEL DOTT. ALBERTO GHISELLINI","03708290139","VIA ENRICO CARONTI, 58","BLEVIO",,"22020","CO","13.026","45,83961249601","9,10385577432","POINT (9.103855774321 45.839612496011)"
"MI8020","CIVICHE FARM.DESIO SPA","03754460966","VIA SEMPIONE & VIA MONTELLO","DESIO",,"20833","MB","108.023","45,67836898643","9,19995538387","POINT (9.199955383874 45.678368986434)"
"SO0138","FARMACIA BACCHETTA SRL","01000320141","PIAZZA IV NOVEMBRE, 170","TALAMONA",,"23018","SO","14.063","46,13628568414","9,60961293877","POINT (9.609612938766 46.136285684135)"
"BG0724","FARMACIA SANT'ANTONIO S.R.L.","03977260987","VIA PAOLINA SECCO SUARDO, 1","CORTENUOVA",,"24050","BG","16.083","45,54040030369","9,78562460737","POINT (9.785624607366 45.540400303686)"
"MI4083","CULZONI SNC E C.","06386160961","VIA PRIVATA ANTONIO BIANCHI 18/A","SETTIMO MILANESE",,"20019","MI","15.211","45,48728669783","9,05322463673","POINT (9.053224636732 45.487286697834)"
"MI1639","LESSONA","03318210964","VIA PRIVATA ANTONIO GAZZOLETTI, 3","MILANO",,"20157","MI","15.146","45,51752671856","9,136054101","POINT (9.136054100998 45.517526718563)"
"BG0683","ANTICA FARMACIA DI URGNANO DELLA DR.SSA BESUTTI DONATELLA & C. S.N.C.","04334940162","VIA PAPA GIOVANNI XXIII","URGNANO",,"24059","BG","16.222","45,59698680444","9,69776554019","POINT (9.697765540191 45.596986804435)"
"SO0155","FARMACIA INTERNAZIONALE DI CERVI CARLO & C. S.A.S.","01062680143","VIA NAZIONALE, 42","VILLA DI CHIAVENNA",,"23029","SO","14.077","46,33088820443","9,48141508246","POINT (9.481415082459 46.330888204431)"
"VA0436","FARMACIA DE MARIA DEL DOTT. ANTONIO DE MARIA & C. S.A.S.","03824190122","VIA MATTEOTTI, 3","ARSAGO SEPRIO",,"21010","VA","12.005","45,68832848952","8,73153649677","POINT (8.731536496771 45.688328489516)"
"BS0005","FARM. COMUNALE BRESCIA PENDOLINA","02194900987","VIA LUIGI ERCOLI, 17","BRESCIA",,"25127","BS","17.029","45,56520981508","10,20398878036","POINT (10.203988780363 45.565209815076)"
"BG0521","FARM. DE RUEDA DI GHISELLI FEDERICA & C. S.A.S.","03430470165","VIA XXIV MAGGIO, 23","ZOGNO",,"24019","BG","16.246","45,79232351659","9,66135291833","POINT (9.661352918326 45.792323516585)"
"BG0665","FARMACIA VILLA D'OGNA S.A.S. - DR.SSA LOREDANA DE CAPUA & C.","04317200162","LARGO EUROPA, 18","VILLA D'OGNA",,"24020","BG","16.241","45,90737351957","9,93099547454","POINT (9.930995474537 45.907373519571)"
"BG0668","FARMACIA DI MISANO S.A.S. - DR.SSA CRISTINA TOMASELLI & C.","04332400169","VIA ROMA, 38","MISANO DI GERA D'ADDA",,"24040","BG","16.135","45,46887681143","9,62102992908","POINT (9.621029929081 45.468876811428)"
"BG0005","FARMACIA ESTERNA - ASST PAPA GIOVANNI XXIII","04114370168","PIAZZA OMS","BERGAMO",,"24127","BG","16.024","45,68746890439","9,63500616589","POINT (9.635006165893 45.687468904391)"
"BG0775","FARMACIA DI CASSINONE DI CASTALDELLO PAOLA & C. S.A.S.","04793420169","VIA CASSINONE","SERIATE",,"24068","BG","16.198","45,6613644937","9,7451095887","POINT (9.7451095887 45.6613644937)"
"PV0575","FARMACIA MARZANI S.R.L.","02921230187","VIA VITTORIO EMANUELE, 15","ZAVATTARELLO",,"27059","PV","18.184","44,86776259023","9,26471941605","POINT (9.264719416045 44.867762590231)"
